id,score1,score2,score3,final_score,school_name
8266,7.0,6.8,7.2,7.0,Trường THCS Á Châu
8267,6.8,6.3,6.8,6.6,Trường THCS Lê Quý Đôn
8268,7.3,7.2,7.9,7.5,Trường THPT Bùi Thị Xuân
8269,7.4,7.3,8.2,7.6,Trường THCS Nguyễn Du
8270,8.4,8.8,9.0,8.7,Trường THPT Nguyễn Thượng Hiền
8271,7.4,7.1,7.7,7.4,Trường THPT Nguyễn Thị Minh Khai
8272,5.8,5.8,6.6,6.1,Trường THPT Lê Quý Đôn
8273,7.7,7.9,7.0,7.5,Trường THPT Nguyễn Thượng Hiền
8274,7.0,7.1,7.4,7.2,Trường THCS Trần Văn Ơn
8275,6.4,5.8,6.1,6.1,Trường THCS Á Châu
8276,8.8,8.5,8.7,8.7,Trường THCS Trần Văn Ơn
8277,5.0,4.7,5.8,5.2,Trường THPT Mạc Đĩnh Chi
8278,8.1,7.9,8.5,8.2,Trường THCS Colette
8279,7.5,7.2,7.1,7.3,Trường THCS Nguyễn Hữu Thọ
8280,9.0,9.3,9.3,9.2,Trường THPT Gia Định
8281,4.3,4.3,4.7,4.4,Trường THCS Nguyễn Du
8282,8.4,7.9,8.1,8.1,Trường THCS Trần Văn Ơn
8283,8.9,8.5,8.9,8.8,Trường THPT Lê Quý Đôn
8284,6.6,6.3,6.6,6.5,Trường THPT Bùi Thị Xuân
8285,4.1,4.3,5.3,4.6,Trường THCS Nguyễn Du
8286,5.7,6.2,6.6,6.2,THPT Nguyễn Hữu Cầu
8287,4.2,2.9,6.7,4.6,Trường THCS Trần Văn Ơn
8288,6.6,6.9,7.1,6.9,Trường THPT Phú Nhuận
8289,6.2,5.5,6.1,5.9,Trường THPT Trần Phú
8290,6.6,6.8,7.6,7.0,Trường THCS Trần Văn Ơn
8291,9.3,9.2,9.7,9.4,Trường THPT Nguyễn Thượng Hiền
8292,6.7,7.1,7.1,7.0,Trường THPT Mạc Đĩnh Chi
8293,8.1,7.5,8.3,8.0,Trường THCS Đoàn Thị Điểm
8294,10.0,9.6,9.9,9.8,Trường THPT Nguyễn Thị Minh Khai
8295,5.6,4.1,5.2,5.0,Trường THPT Trần Phú
8296,7.1,7.0,7.5,7.2,Trường THPT Mạc Đĩnh Chi
8297,6.9,6.5,6.6,6.7,Trường THPT Trần Phú
8298,7.8,7.4,7.2,7.5,Trường THCS Bạch Đằng
8299,8.0,8.2,8.5,8.2,Trường THPT Trần Phú
8300,9.8,9.5,9.9,9.7,Trường THPT Nguyễn Thượng Hiền
8301,6.0,5.9,7.2,6.4,Trường THCS Bạch Đằng
8302,5.8,5.6,5.2,5.5,Trường THCS Bạch Đằng
8303,6.3,5.3,6.8,6.1,Trường THCS Đoàn Thị Điểm
8304,6.7,5.9,6.4,6.3,Trường THCS Nguyễn Du
8305,8.1,8.1,8.3,8.2,Trường THCS Đoàn Thị Điểm
8306,7.8,7.3,6.9,7.3,Trường THPT Nguyễn Hữu Huân
8307,9.7,9.7,10.0,9.8,Trường THPT Nguyễn Thị Minh Khai
8308,8.1,7.6,7.6,7.8,Trường THCS Bạch Đằng
8309,9.5,9.3,9.5,9.4,Trường THPT Gia Định
8310,8.8,8.4,8.5,8.6,Trường THCS Á Châu
8311,7.2,6.7,7.5,7.1,Trường THCS Bạch Đằng
8312,6.7,6.3,7.4,6.8,Trường THPT Bùi Thị Xuân
8313,8.6,8.8,8.9,8.8,Trường THCS Colette
8314,7.1,7.0,7.3,7.1,Trường THPT Lê Quý Đôn
8315,7.1,6.6,6.8,6.8,Trường THCS Việt Úc
8316,5.8,5.4,6.0,5.7,Trường THCS Á Châu
8317,8.9,8.8,9.4,9.0,Trường THCS Nguyễn Hữu Thọ
8318,4.4,4.0,5.9,4.8,THPT Nguyễn Hữu Cầu
8319,8.8,8.7,8.8,8.8,Trường THCS Hai Bà Trưng
8320,5.2,3.3,6.7,5.1,Trường THCS Hai Bà Trưng
8321,6.1,5.7,6.7,6.2,Trường THCS Hai Bà Trưng
8322,7.0,6.8,7.0,6.9,Trường THCS Trần Văn Ơn
8323,8.5,8.1,8.3,8.3,Trường THPT Gia Định
8324,8.9,8.7,9.2,8.9,Trường THCS Lê Quý Đôn
8325,9.9,9.7,9.8,9.8,Trường THCS Nguyễn Hữu Thọ
8326,5.7,6.2,6.6,6.2,Trường THCS Nguyễn Du
8327,8.9,8.9,9.2,9.0,Trường THCS Hai Bà Trưng
8328,8.2,8.3,8.1,8.2,Trường THCS Nguyễn Hữu Thọ
8329,5.3,3.1,5.7,4.7,Trường THPT Mạc Đĩnh Chi
8330,9.0,8.9,9.3,9.1,Trường THCS Lê Quý Đôn
8331,9.4,9.0,8.9,9.1,Trường THPT Nguyễn Thị Minh Khai
8332,6.1,5.3,5.6,5.7,Trường THPT Trần Phú
8333,8.0,8.4,8.3,8.2,Trường THPT Gia Định
8334,8.3,8.1,8.2,8.2,Trường THPT Nguyễn Thượng Hiền
8335,9.0,8.6,8.6,8.7,Trường THCS Đoàn Thị Điểm
8336,8.2,7.9,8.4,8.2,Trường THPT Nguyễn Thị Minh Khai
8337,4.3,3.7,4.7,4.2,Trường THCS Đoàn Thị Điểm
8338,9.7,9.7,9.9,9.8,Trường THPT Gia Định
8339,8.1,8.1,8.1,8.1,Trường THPT Nguyễn Thượng Hiền
8340,8.4,8.3,8.5,8.4,Trường THPT Trần Phú
8341,6.4,6.1,6.0,6.2,THPT Nguyễn Hữu Cầu
8342,7.7,8.0,7.7,7.8,Trường THCS Hai Bà Trưng
8343,6.3,5.8,6.1,6.1,Trường THCS Việt Úc
8344,7.7,7.6,8.0,7.8,Trường THCS Colette
8345,4.0,4.4,5.9,4.8,Trường THCS Đoàn Thị Điểm
8346,5.9,5.3,6.1,5.8,Trường THCS Bạch Đằng
8347,8.9,8.9,9.1,9.0,Trường THPT Bùi Thị Xuân
8348,7.2,7.8,7.3,7.4,Trường THCS Việt Úc
8349,6.7,5.9,5.5,6.0,Trường THCS Đoàn Thị Điểm
8350,7.6,7.9,8.2,7.9,Trường THCS Á Châu
8351,5.8,5.0,6.0,5.6,THPT Nguyễn Hữu Cầu
8352,4.3,4.4,6.2,5.0,Trường THPT Lê Quý Đôn
8353,5.9,3.3,5.0,4.7,Trường THPT Lê Quý Đôn
8354,7.8,7.2,7.7,7.6,Trường THPT Nguyễn Thượng Hiền
8355,7.8,8.1,8.4,8.1,Trường THPT Phú Nhuận
8356,8.9,8.9,9.5,9.1,Trường THPT Trần Phú
8357,2.8,4.3,5.5,4.2,THPT Nguyễn Hữu Cầu
8358,3.7,5.6,6.0,5.1,Trường THCS Bạch Đằng
8359,6.0,5.7,6.2,6.0,Trường THCS Nguyễn Hữu Thọ
8360,7.0,6.2,7.1,6.8,Trường THCS Nguyễn Du
8361,7.0,7.0,7.1,7.0,Trường THCS Đoàn Thị Điểm
8362,7.3,7.6,7.7,7.5,Trường THCS Nguyễn Du
8363,9.4,9.1,9.2,9.2,Trường THCS Lê Quý Đôn
8364,4.8,3.4,5.8,4.7,Trường THPT Lê Quý Đôn
8365,5.9,5.4,6.1,5.8,Trường THPT Mạc Đĩnh Chi
8366,7.1,7.1,7.2,7.1,Trường THCS Việt Úc
8367,5.9,6.1,5.9,6.0,Trường THCS Đoàn Thị Điểm
8368,6.4,6.6,7.3,6.8,Trường THCS Việt Úc
8369,8.2,8.0,8.0,8.1,Trường THPT Phú Nhuận
8370,9.1,9.1,9.4,9.2,Trường THCS Colette
8371,8.8,8.8,8.9,8.8,Trường THCS Lê Quý Đôn
8372,7.5,7.5,7.7,7.6,Trường THPT Phú Nhuận
8373,6.6,6.7,7.1,6.8,Trường THCS Colette
8374,7.1,7.1,7.4,7.2,Trường THCS Colette
8375,5.8,5.3,6.6,5.9,THPT Nguyễn Hữu Cầu
8376,8.4,8.2,8.4,8.3,Trường THPT Lê Quý Đôn
8377,6.5,7.0,6.9,6.8,Trường THPT Nguyễn Hữu Huân
8378,6.8,6.9,7.2,7.0,Trường THCS Đoàn Thị Điểm
8379,6.6,7.0,7.1,6.9,THPT Nguyễn Hữu Cầu
8380,4.5,4.1,4.8,4.5,THPT Nguyễn Hữu Cầu
8381,7.1,6.6,7.3,7.0,Trường THCS Trần Văn Ơn
8382,5.7,3.6,4.2,4.5,Trường THCS Nguyễn Du
8383,6.0,5.7,6.8,6.2,Trường THCS Á Châu
8384,8.9,9.1,9.2,9.1,Trường THPT Nguyễn Thị Minh Khai
8385,8.6,8.8,9.2,8.9,Trường THCS Lê Quý Đôn
8386,8.5,8.9,8.9,8.8,Trường THCS Hai Bà Trưng
8387,7.7,7.0,7.4,7.4,Trường THCS Nguyễn Hữu Thọ
8388,9.1,9.1,9.4,9.2,Trường THCS Lê Quý Đôn
8389,7.1,7.6,6.9,7.2,Trường THPT Lê Quý Đôn
8390,7.4,7.7,7.6,7.6,Trường THPT Mạc Đĩnh Chi
8391,8.2,8.0,8.1,8.1,Trường THPT Phú Nhuận
8392,9.0,9.0,9.4,9.1,Trường THPT Gia Định
8393,7.7,7.4,7.1,7.4,Trường THCS Á Châu
8394,9.7,9.8,9.8,9.8,Trường THPT Nguyễn Thị Minh Khai
8395,9.2,9.0,9.5,9.2,Trường THPT Gia Định
8396,7.9,8.2,8.3,8.1,Trường THCS Nguyễn Hữu Thọ
8397,8.6,8.6,8.8,8.7,Trường THPT Nguyễn Hữu Huân
8398,5.7,5.6,5.9,5.7,Trường THPT Mạc Đĩnh Chi
8399,9.2,9.0,9.3,9.2,Trường THCS Colette
8400,9.2,8.9,9.4,9.2,Trường THCS Lê Quý Đôn
8401,6.0,5.3,6.3,5.9,Trường THPT Mạc Đĩnh Chi
8402,8.8,8.8,8.9,8.8,Trường THPT Lê Quý Đôn
8403,9.3,9.1,9.3,9.2,Trường THPT Gia Định
8404,9.0,8.3,8.7,8.7,Trường THPT Gia Định
8405,8.4,7.7,8.0,8.0,Trường THPT Nguyễn Thượng Hiền
8406,7.2,6.5,6.7,6.8,Trường THCS Việt Úc
8407,4.1,5.3,7.0,5.5,Trường THPT Mạc Đĩnh Chi
8408,7.0,7.3,6.7,7.0,Trường THCS Bạch Đằng
8409,7.9,7.9,8.5,8.1,Trường THCS Nguyễn Du
8410,8.2,8.3,8.1,8.2,Trường THPT Phú Nhuận
8411,7.0,7.0,7.1,7.0,Trường THCS Nguyễn Du
8412,7.2,7.0,6.4,6.9,Trường THCS Nguyễn Du
8413,9.4,9.4,9.2,9.3,Trường THPT Nguyễn Thượng Hiền
8414,7.5,6.9,7.5,7.3,Trường THPT Mạc Đĩnh Chi
8415,7.1,7.5,7.6,7.4,Trường THPT Bùi Thị Xuân
8416,6.3,5.8,5.8,6.0,Trường THCS Trần Văn Ơn
8417,7.1,7.3,6.7,7.0,Trường THPT Nguyễn Hữu Huân
8418,6.0,5.9,6.0,6.0,Trường THPT Nguyễn Thượng Hiền
8419,7.8,7.4,7.5,7.6,Trường THCS Bạch Đằng
8420,7.7,6.9,7.9,7.5,Trường THPT Nguyễn Hữu Huân
8421,9.7,9.7,9.9,9.8,Trường THCS Lê Quý Đôn
8422,9.3,9.1,9.3,9.2,Trường THPT Nguyễn Thị Minh Khai
8423,8.3,8.0,8.1,8.1,Trường THPT Nguyễn Thượng Hiền
8424,8.3,7.9,8.1,8.1,Trường THPT Bùi Thị Xuân
8425,7.2,7.2,7.7,7.4,Trường THCS Nguyễn Du
8426,3.7,4.2,5.1,4.3,Trường THCS Nguyễn Du
8427,6.4,6.9,7.0,6.8,Trường THPT Phú Nhuận
8428,4.9,4.7,4.7,4.8,THPT Nguyễn Hữu Cầu
8429,7.4,7.6,7.5,7.5,Trường THPT Phú Nhuận
8430,8.4,8.5,7.9,8.3,Trường THPT Nguyễn Thị Minh Khai
8431,8.6,8.4,8.7,8.6,Trường THCS Nguyễn Hữu Thọ
8432,6.3,5.8,6.5,6.2,Trường THPT Lê Quý Đôn
8433,8.1,7.9,8.1,8.0,Trường THCS Lê Quý Đôn
8434,8.4,8.0,8.2,8.2,Trường THPT Nguyễn Hữu Huân
8435,5.9,5.8,6.1,5.9,THPT Nguyễn Hữu Cầu
8436,5.8,5.8,6.6,6.1,Trường THPT Phú Nhuận
8437,8.3,8.4,8.5,8.4,Trường THCS Lê Quý Đôn
8438,7.8,7.4,7.8,7.7,Trường THCS Hai Bà Trưng
8439,9.8,9.7,10.0,9.8,Trường THPT Nguyễn Thị Minh Khai
8440,4.4,2.8,4.1,3.8,Trường THCS Bạch Đằng
8441,8.7,8.5,8.6,8.6,Trường THCS Colette
8442,8.6,8.6,8.8,8.7,Trường THPT Nguyễn Hữu Huân
8443,7.4,7.3,7.6,7.4,Trường THPT Nguyễn Thị Minh Khai
8444,9.7,9.6,10.0,9.8,Trường THCS Colette
8445,6.4,5.8,6.0,6.1,Trường THCS Đoàn Thị Điểm
8446,7.3,6.7,7.1,7.0,Trường THPT Nguyễn Hữu Huân
8447,8.9,9.0,9.1,9.0,Trường THCS Á Châu
8448,7.0,7.0,7.3,7.1,Trường THCS Colette
8449,8.8,7.7,8.4,8.3,Trường THCS Việt Úc
8450,6.4,5.9,5.9,6.1,THPT Nguyễn Hữu Cầu
8451,8.4,8.5,9.0,8.6,Trường THPT Nguyễn Thượng Hiền
8452,9.1,9.0,8.8,9.0,Trường THPT Nguyễn Thị Minh Khai
8453,8.4,8.2,8.2,8.3,Trường THCS Nguyễn Hữu Thọ
8454,7.3,8.2,7.6,7.7,Trường THCS Trần Văn Ơn
8455,9.5,9.5,9.1,9.4,Trường THPT Gia Định
8456,7.7,7.9,8.0,7.9,Trường THCS Á Châu
8457,7.3,7.0,7.0,7.1,Trường THCS Đoàn Thị Điểm
8458,7.7,7.5,7.9,7.7,Trường THCS Trần Văn Ơn
8459,8.8,8.2,8.5,8.5,Trường THPT Gia Định
8460,3.3,4.3,3.4,3.7,Trường THPT Mạc Đĩnh Chi
8461,9.1,9.0,9.4,9.2,Trường THPT Nguyễn Thị Minh Khai
8462,6.9,6.9,6.9,6.9,Trường THCS Đoàn Thị Điểm
8463,7.7,8.0,8.2,8.0,Trường THCS Lê Quý Đôn
8464,8.2,8.7,8.9,8.6,Trường THPT Nguyễn Hữu Huân
8465,4.8,3.5,4.2,4.2,THPT Nguyễn Hữu Cầu
8466,9.7,9.7,9.7,9.7,Trường THCS Colette
8467,7.1,7.0,6.5,6.9,Trường THCS Á Châu
8468,9.7,9.7,9.8,9.7,Trường THCS Nguyễn Hữu Thọ
8469,7.0,7.1,7.1,7.1,Trường THPT Nguyễn Hữu Huân
8470,7.5,7.2,7.6,7.4,Trường THCS Việt Úc
8471,8.5,8.5,9.1,8.7,Trường THCS Trần Văn Ơn
8472,7.8,7.4,7.6,7.6,Trường THCS Colette
8473,9.3,9.5,9.3,9.4,Trường THCS Nguyễn Hữu Thọ
8474,6.9,7.3,7.3,7.2,Trường THCS Việt Úc
8475,8.0,8.4,8.3,8.2,Trường THCS Hai Bà Trưng
8476,6.0,5.8,5.6,5.8,Trường THCS Nguyễn Du
8477,9.9,9.6,9.8,9.8,Trường THPT Gia Định
8478,7.7,7.0,7.5,7.4,Trường THPT Nguyễn Thượng Hiền
8479,8.8,8.4,8.9,8.7,Trường THPT Gia Định
8480,8.6,8.5,8.9,8.7,Trường THCS Đoàn Thị Điểm
8481,4.8,2.6,7.3,4.9,THPT Nguyễn Hữu Cầu
8482,8.5,7.7,8.2,8.1,Trường THCS Nguyễn Hữu Thọ
8483,8.2,8.4,8.2,8.3,Trường THCS Colette
8484,9.1,8.9,9.4,9.1,Trường THPT Phú Nhuận
8485,8.6,8.6,8.8,8.7,Trường THCS Lê Quý Đôn
8486,6.5,7.0,7.2,6.9,Trường THCS Bạch Đằng
8487,8.3,8.0,7.9,8.1,Trường THCS Á Châu
8488,5.5,6.4,5.8,5.9,Trường THCS Đoàn Thị Điểm
8489,6.8,7.4,7.5,7.2,Trường THCS Đoàn Thị Điểm
8490,7.3,6.8,6.9,7.0,Trường THPT Lê Quý Đôn
8491,9.4,9.3,9.6,9.4,Trường THPT Nguyễn Thượng Hiền
8492,9.0,8.9,9.1,9.0,Trường THCS Nguyễn Hữu Thọ
8493,9.7,9.7,10.0,9.8,Trường THCS Nguyễn Hữu Thọ
8494,9.3,9.3,9.3,9.3,Trường THCS Nguyễn Hữu Thọ
8495,9.7,9.7,10.0,9.8,Trường THPT Gia Định
8496,9.8,9.6,10.0,9.8,Trường THPT Nguyễn Thượng Hiền
8497,8.8,8.3,8.4,8.5,Trường THPT Nguyễn Hữu Huân
8498,6.1,5.6,6.1,5.9,Trường THPT Phú Nhuận
8499,8.2,8.2,8.5,8.3,Trường THPT Bùi Thị Xuân
8500,8.0,8.3,8.3,8.2,Trường THCS Đoàn Thị Điểm
8501,7.4,7.1,7.4,7.3,Trường THPT Gia Định
8502,9.0,9.3,9.2,9.2,Trường THPT Nguyễn Thị Minh Khai
8503,8.4,8.3,8.1,8.3,Trường THPT Bùi Thị Xuân
8504,7.2,7.4,7.0,7.2,Trường THCS Hai Bà Trưng
8505,8.4,8.8,8.9,8.7,Trường THPT Nguyễn Hữu Huân
8506,8.5,8.7,8.5,8.6,Trường THCS Lê Quý Đôn
8507,9.2,9.2,9.4,9.3,Trường THCS Colette
8508,7.0,6.6,7.5,7.0,Trường THCS Trần Văn Ơn
8509,4.2,3.3,6.1,4.5,THPT Nguyễn Hữu Cầu
8510,5.1,4.1,4.8,4.7,Trường THCS Nguyễn Du
8511,9.9,9.8,10.0,9.9,Trường THPT Nguyễn Thị Minh Khai
8512,8.6,8.0,8.2,8.3,Trường THPT Gia Định
8513,8.3,8.4,8.6,8.4,Trường THCS Colette
8514,9.8,9.6,10.0,9.8,Trường THPT Nguyễn Thượng Hiền
8515,7.2,6.4,6.9,6.8,Trường THCS Việt Úc
8516,8.5,8.2,8.4,8.4,Trường THCS Việt Úc
8517,9.3,8.6,9.4,9.1,Trường THPT Gia Định
8518,6.6,5.3,6.6,6.2,Trường THCS Bạch Đằng
8519,6.9,6.9,7.4,7.1,Trường THCS Á Châu
8520,8.9,8.4,8.9,8.7,Trường THCS Nguyễn Hữu Thọ
8521,7.3,6.4,7.2,7.0,Trường THCS Nguyễn Hữu Thọ
8522,9.8,9.5,9.9,9.7,Trường THCS Colette
8523,6.4,5.9,5.8,6.0,Trường THCS Việt Úc
8524,7.0,6.9,6.6,6.8,Trường THCS Việt Úc
8525,8.7,8.9,9.1,8.9,Trường THPT Trần Phú
8526,3.5,2.5,5.2,3.7,Trường THPT Trần Phú
8527,7.8,8.1,8.4,8.1,Trường THCS Việt Úc
8528,4.7,3.9,5.2,4.6,Trường THPT Mạc Đĩnh Chi
8529,8.3,8.0,8.2,8.2,Trường THCS Lê Quý Đôn
8530,9.9,9.8,10.0,9.9,Trường THCS Colette
8531,8.9,8.8,9.2,9.0,Trường THCS Colette
8532,8.0,8.1,8.6,8.2,Trường THCS Hai Bà Trưng
8533,5.3,5.6,6.6,5.8,Trường THPT Phú Nhuận
8534,8.7,8.4,8.8,8.6,Trường THCS Hai Bà Trưng
8535,7.6,7.8,7.9,7.8,Trường THPT Lê Quý Đôn
8536,6.7,6.6,7.6,7.0,Trường THPT Trần Phú
8537,5.8,5.7,6.8,6.1,Trường THCS Đoàn Thị Điểm
8538,5.9,5.7,5.9,5.8,Trường THCS Nguyễn Du
8539,5.9,5.7,6.3,6.0,Trường THCS Bạch Đằng
8540,8.4,8.3,8.5,8.4,Trường THCS Colette
8541,7.9,8.2,8.1,8.1,Trường THPT Nguyễn Hữu Huân
8542,9.7,8.9,9.5,9.4,Trường THPT Gia Định
8543,4.8,3.7,5.1,4.5,Trường THCS Bạch Đằng
8544,4.7,3.7,5.8,4.7,Trường THPT Mạc Đĩnh Chi
8545,10.0,9.8,10.0,9.9,Trường THCS Nguyễn Hữu Thọ
8546,7.0,7.2,7.7,7.3,Trường THCS Đoàn Thị Điểm
8547,4.2,3.2,6.2,4.5,Trường THCS Bạch Đằng
8548,4.8,4.5,5.6,5.0,Trường THCS Đoàn Thị Điểm
8549,5.5,6.2,6.6,6.1,Trường THPT Bùi Thị Xuân
8550,8.6,8.9,8.6,8.7,Trường THPT Trần Phú
8551,8.4,8.2,8.5,8.4,Trường THCS Việt Úc
8552,8.2,8.3,8.3,8.3,Trường THPT Lê Quý Đôn
8553,9.3,9.4,9.6,9.4,Trường THPT Nguyễn Thượng Hiền
8554,5.9,5.3,6.3,5.8,THPT Nguyễn Hữu Cầu
8555,8.8,8.4,8.7,8.6,Trường THCS Colette
8556,7.9,8.1,8.5,8.2,Trường THPT Nguyễn Thượng Hiền
8557,7.2,7.7,7.6,7.5,Trường THCS Nguyễn Du
8558,7.4,7.2,7.2,7.3,Trường THCS Việt Úc
8559,9.1,8.9,9.6,9.2,Trường THPT Nguyễn Thượng Hiền
8560,6.7,6.9,7.4,7.0,Trường THPT Nguyễn Hữu Huân
8561,8.0,8.2,8.4,8.2,Trường THPT Bùi Thị Xuân
8562,9.4,8.8,9.0,9.1,Trường THCS Trần Văn Ơn
8563,8.3,8.3,8.0,8.2,Trường THPT Nguyễn Thị Minh Khai
8564,8.5,7.7,8.0,8.1,Trường THCS Trần Văn Ơn
8565,7.3,7.7,7.5,7.5,Trường THCS Nguyễn Du
8566,4.6,4.5,4.5,4.5,Trường THPT Lê Quý Đôn
8567,6.7,7.0,6.8,6.8,Trường THPT Lê Quý Đôn
8568,7.5,7.6,7.4,7.5,Trường THPT Lê Quý Đôn
8569,9.0,8.4,8.6,8.7,Trường THPT Nguyễn Thị Minh Khai
8570,8.3,8.2,8.1,8.2,Trường THCS Á Châu
8571,4.2,3.7,5.1,4.3,Trường THPT Mạc Đĩnh Chi
8572,6.9,7.0,7.5,7.1,Trường THPT Phú Nhuận
8573,4.4,4.3,5.1,4.6,Trường THCS Nguyễn Du
8574,9.2,8.9,9.2,9.1,Trường THCS Colette
8575,8.1,7.9,8.2,8.1,Trường THCS Nguyễn Hữu Thọ
8576,8.9,8.5,8.9,8.8,Trường THCS Lê Quý Đôn
8577,8.0,8.0,8.2,8.1,Trường THPT Nguyễn Thị Minh Khai
8578,9.5,9.3,9.5,9.4,Trường THPT Nguyễn Thượng Hiền
8579,7.1,6.3,7.6,7.0,Trường THCS Bạch Đằng
8580,8.1,7.5,7.4,7.7,Trường THPT Trần Phú
8581,8.4,8.4,8.9,8.6,Trường THPT Nguyễn Thị Minh Khai
8582,8.2,8.0,7.9,8.0,Trường THCS Nguyễn Hữu Thọ
8583,6.4,6.4,7.8,6.9,Trường THCS Đoàn Thị Điểm
8584,8.7,7.9,8.2,8.3,Trường THPT Nguyễn Thượng Hiền
8585,9.2,9.3,9.0,9.2,Trường THCS Lê Quý Đôn
8586,8.5,8.7,8.4,8.5,Trường THCS Colette
8587,7.9,7.8,8.4,8.0,Trường THPT Nguyễn Thị Minh Khai
8588,7.8,8.0,7.7,7.8,Trường THPT Nguyễn Hữu Huân
8589,8.0,8.4,8.2,8.2,Trường THCS Hai Bà Trưng
8590,8.1,8.2,8.7,8.3,Trường THPT Phú Nhuận
8591,8.5,8.5,8.8,8.6,Trường THPT Nguyễn Thượng Hiền
8592,2.7,4.1,5.6,4.1,Trường THCS Trần Văn Ơn
8593,9.1,9.3,9.4,9.3,Trường THCS Colette
8594,8.7,8.7,8.9,8.8,Trường THPT Phú Nhuận
8595,8.3,7.9,8.7,8.3,Trường THCS Colette
8596,9.8,9.6,9.8,9.7,Trường THPT Nguyễn Thượng Hiền
8597,7.1,6.5,7.0,6.9,Trường THPT Phú Nhuận
8598,4.9,5.0,6.2,5.4,Trường THPT Lê Quý Đôn
8599,7.9,8.3,8.2,8.1,Trường THPT Lê Quý Đôn
8600,5.7,6.1,6.5,6.1,Trường THCS Bạch Đằng
8601,6.3,5.6,6.1,6.0,Trường THCS Đoàn Thị Điểm
8602,3.9,3.7,3.5,3.7,Trường THCS Nguyễn Du
8603,8.6,8.4,8.8,8.6,Trường THPT Nguyễn Thị Minh Khai
8604,7.3,8.0,7.9,7.7,Trường THCS Việt Úc
8605,7.4,7.7,7.6,7.6,Trường THPT Trần Phú
8606,7.5,7.4,7.8,7.6,Trường THPT Trần Phú
8607,6.9,5.9,6.0,6.3,Trường THPT Phú Nhuận
8608,9.1,9.1,9.2,9.1,Trường THPT Gia Định
8609,7.5,7.5,8.0,7.7,Trường THPT Nguyễn Hữu Huân
8610,6.4,6.6,7.2,6.7,Trường THCS Hai Bà Trưng
8611,8.8,8.5,8.4,8.6,Trường THCS Lê Quý Đôn
8612,7.2,6.2,7.5,7.0,Trường THCS Hai Bà Trưng
8613,7.7,7.9,7.4,7.7,Trường THCS Hai Bà Trưng
8614,6.2,5.1,6.0,5.8,Trường THCS Nguyễn Du
8615,8.5,8.4,9.0,8.6,Trường THPT Nguyễn Hữu Huân
8616,6.2,5.6,6.8,6.2,Trường THCS Bạch Đằng
8617,9.3,9.1,9.0,9.1,Trường THPT Nguyễn Thị Minh Khai
8618,6.7,6.8,6.8,6.8,THPT Nguyễn Hữu Cầu
8619,9.1,8.9,9.7,9.2,Trường THPT Bùi Thị Xuân
8620,2.8,4.6,4.9,4.1,Trường THPT Lê Quý Đôn
8621,7.3,6.8,7.1,7.1,Trường THCS Bạch Đằng
8622,9.9,9.6,9.9,9.8,Trường THCS Nguyễn Hữu Thọ
8623,7.6,7.9,7.7,7.7,THPT Nguyễn Hữu Cầu
8624,8.6,8.6,8.6,8.6,Trường THCS Colette
8625,9.2,9.1,9.0,9.1,Trường THPT Nguyễn Thượng Hiền
8626,9.3,8.8,9.2,9.1,Trường THCS Trần Văn Ơn
8627,7.8,7.4,7.2,7.5,Trường THCS Á Châu
8628,7.3,7.7,7.9,7.6,Trường THPT Gia Định
8629,9.1,8.9,9.0,9.0,Trường THCS Việt Úc
8630,8.0,7.4,7.5,7.6,Trường THCS Việt Úc
8631,6.2,6.1,6.4,6.2,Trường THPT Nguyễn Hữu Huân
8632,8.6,8.8,8.8,8.7,Trường THPT Bùi Thị Xuân
8633,8.9,9.3,9.2,9.1,Trường THPT Nguyễn Thị Minh Khai
8634,7.5,7.5,7.1,7.4,Trường THPT Gia Định
8635,9.8,9.6,9.8,9.7,Trường THCS Lê Quý Đôn
8636,9.0,8.6,8.9,8.8,Trường THCS Colette
8637,8.4,8.1,7.9,8.1,THPT Nguyễn Hữu Cầu
8638,8.3,8.2,8.3,8.3,Trường THPT Nguyễn Thị Minh Khai
8639,4.6,4.5,5.1,4.7,THPT Nguyễn Hữu Cầu
8640,8.7,8.5,8.7,8.6,Trường THCS Hai Bà Trưng
8641,2.8,3.0,5.3,3.7,Trường THCS Việt Úc
8642,7.7,7.0,8.0,7.6,Trường THCS Á Châu
8643,8.8,8.8,9.2,8.9,Trường THCS Colette
8644,9.2,9.0,9.5,9.2,Trường THPT Nguyễn Thượng Hiền
8645,5.9,5.5,6.4,5.9,Trường THPT Lê Quý Đôn
8646,7.4,7.5,7.9,7.6,Trường THCS Trần Văn Ơn
8647,8.6,8.5,8.6,8.6,Trường THPT Gia Định
8648,7.9,7.7,8.3,8.0,Trường THPT Bùi Thị Xuân
8649,8.1,8.0,8.3,8.1,Trường THCS Hai Bà Trưng
8650,8.6,8.3,9.2,8.7,Trường THCS Nguyễn Hữu Thọ
8651,9.9,9.7,10.0,9.9,Trường THPT Phú Nhuận
8652,6.9,7.2,7.2,7.1,Trường THPT Mạc Đĩnh Chi
8653,8.5,8.5,8.7,8.6,Trường THPT Nguyễn Thị Minh Khai
8654,8.7,8.5,9.0,8.7,Trường THPT Nguyễn Thị Minh Khai
8655,8.1,8.2,8.2,8.2,Trường THPT Nguyễn Thị Minh Khai
8656,9.0,8.7,9.0,8.9,Trường THCS Colette
8657,6.2,6.4,7.6,6.7,Trường THCS Việt Úc
