id,score1,score2,score3,final_score,school_name,school_encoded,cluster,xep_loai
8988,3.2,2.6,4.7,3.5,Trường THPT Lê Quý Đôn,5.0,1,Yếu
8989,8.7,8.2,8.7,8.5,Trường THPT Nguyễn Thị Minh Khai,15.0,0,Xuất sắc
8990,7.6,7.3,7.3,7.4,Trường THCS Á Châu,6.0,2,Khá
8991,3.5,4.0,4.6,4.0,Trường THCS Nguyễn Du,2.0,1,Yếu
8992,7.0,6.9,7.2,7.0,THPT Nguyễn Hữu Cầu,1.0,2,Khá
8993,7.5,7.5,8.3,7.8,Trường THPT Lê Quý Đôn,5.0,2,Khá
8994,8.4,7.9,8.7,8.3,Trường THCS Lê Quý Đôn,18.0,3,Giỏi
8995,7.2,7.6,8.1,7.6,Trường THPT Nguyễn Thị Minh Khai,15.0,3,Giỏi
8996,8.6,8.8,9.0,8.8,Trường THCS Colette,16.0,0,Xuất sắc
8997,9.2,8.9,9.5,9.2,Trường THPT Nguyễn Thượng Hiền,19.0,0,Xuất sắc
8998,7.6,7.0,6.9,7.2,Trường THPT Trần Phú,7.0,2,Khá
8999,6.1,6.3,7.0,6.5,Trường THCS Á Châu,6.0,4,Trung bình
9000,8.2,8.2,8.3,8.2,Trường THCS Bạch Đằng,4.0,2,Khá
9001,6.5,7.1,7.1,6.9,Trường THPT Mạc Đĩnh Chi,3.0,2,Khá
9002,5.9,5.8,5.7,5.8,Trường THPT Nguyễn Hữu Huân,13.0,4,Trung bình
9003,4.4,3.8,4.5,4.2,Trường THPT Mạc Đĩnh Chi,3.0,1,Yếu
9004,4.8,5.7,5.5,5.3,Trường THPT Lê Quý Đôn,5.0,4,Trung bình
9005,6.8,5.4,6.0,6.1,THPT Nguyễn Hữu Cầu,1.0,4,Trung bình
9006,6.6,5.4,6.2,6.1,Trường THCS Đoàn Thị Điểm,0.0,4,Trung bình
9007,8.6,8.6,8.6,8.6,Trường THCS Việt Úc,8.0,0,Xuất sắc
9008,9.1,9.5,9.2,9.3,Trường THCS Lê Quý Đôn,18.0,0,Xuất sắc
9009,5.9,6.1,5.6,5.9,Trường THPT Lê Quý Đôn,5.0,4,Trung bình
9010,6.0,5.3,6.3,5.9,Trường THCS Nguyễn Du,2.0,4,Trung bình
9011,8.1,8.0,8.2,8.1,Trường THCS Trần Văn Ơn,10.0,3,Giỏi
9012,7.1,6.6,7.3,7.0,Trường THPT Mạc Đĩnh Chi,3.0,2,Khá
9013,8.1,8.1,8.3,8.2,Trường THPT Trần Phú,7.0,2,Khá
9014,6.0,4.9,5.6,5.5,Trường THCS Bạch Đằng,4.0,4,Trung bình
9015,6.8,7.1,7.2,7.0,Trường THPT Trần Phú,7.0,2,Khá
9016,8.8,8.6,8.7,8.7,Trường THPT Gia Định,17.0,0,Xuất sắc
9017,7.3,7.3,8.2,7.6,Trường THPT Trần Phú,7.0,2,Khá
9018,6.9,6.7,7.6,7.1,Trường THPT Nguyễn Thị Minh Khai,15.0,3,Giỏi
9019,7.4,7.4,8.1,7.6,Trường THCS Việt Úc,8.0,2,Khá
9020,8.6,7.6,8.4,8.2,Trường THCS Việt Úc,8.0,2,Khá
9021,8.5,8.1,8.4,8.3,Trường THCS Nguyễn Hữu Thọ,14.0,3,Giỏi
9022,3.1,3.9,5.3,4.1,Trường THCS Bạch Đằng,4.0,1,Yếu
9023,8.8,8.6,8.6,8.7,Trường THPT Nguyễn Thị Minh Khai,15.0,0,Xuất sắc
9024,8.2,8.4,8.5,8.4,Trường THPT Lê Quý Đôn,5.0,2,Khá
9025,8.9,8.6,8.8,8.8,Trường THCS Lê Quý Đôn,18.0,0,Xuất sắc
9026,8.0,8.0,7.9,8.0,Trường THCS Á Châu,6.0,2,Khá
9027,8.2,8.2,8.2,8.2,Trường THCS Nguyễn Hữu Thọ,14.0,3,Giỏi
9028,4.7,2.8,5.5,4.3,Trường THPT Lê Quý Đôn,5.0,1,Yếu
9029,9.0,8.2,9.1,8.8,Trường THPT Bùi Thị Xuân,11.0,0,Xuất sắc
9030,8.4,7.8,8.5,8.2,Trường THPT Nguyễn Thượng Hiền,19.0,3,Giỏi
9031,7.7,8.1,8.4,8.1,Trường THCS Á Châu,6.0,2,Khá
9032,6.5,6.8,6.9,6.7,Trường THCS Á Châu,6.0,4,Trung bình
9033,5.3,3.2,4.0,4.2,Trường THCS Bạch Đằng,4.0,1,Yếu
9034,7.1,7.2,7.3,7.2,Trường THCS Á Châu,6.0,2,Khá
9035,6.8,6.7,7.5,7.0,Trường THCS Hai Bà Trưng,12.0,3,Giỏi
9036,6.4,6.1,6.5,6.3,Trường THCS Á Châu,6.0,4,Trung bình
9037,5.7,4.2,5.0,5.0,THPT Nguyễn Hữu Cầu,1.0,1,Yếu
9038,10.0,9.7,9.9,9.9,Trường THPT Trần Phú,7.0,0,Xuất sắc
9039,7.3,7.1,7.5,7.3,Trường THCS Nguyễn Du,2.0,2,Khá
9040,8.1,8.0,8.5,8.2,Trường THPT Phú Nhuận,9.0,3,Giỏi
9041,8.1,8.3,8.3,8.2,Trường THPT Phú Nhuận,9.0,3,Giỏi
9042,6.7,6.4,6.8,6.6,Trường THCS Nguyễn Du,2.0,4,Trung bình
9043,7.8,8.2,8.4,8.1,Trường THCS Lê Quý Đôn,18.0,3,Giỏi
9044,9.0,9.2,9.6,9.3,Trường THCS Nguyễn Hữu Thọ,14.0,0,Xuất sắc
9045,6.1,5.6,6.2,6.0,Trường THCS Đoàn Thị Điểm,0.0,4,Trung bình
9046,9.0,9.1,9.2,9.1,Trường THCS Colette,16.0,0,Xuất sắc
9047,5.6,6.1,5.8,5.8,Trường THPT Bùi Thị Xuân,11.0,4,Trung bình
9048,8.8,8.5,9.1,8.8,Trường THCS Colette,16.0,0,Xuất sắc
9049,6.0,5.7,6.4,6.0,Trường THCS Bạch Đằng,4.0,4,Trung bình
9050,9.8,9.8,9.8,9.8,Trường THPT Nguyễn Thị Minh Khai,15.0,0,Xuất sắc
9051,9.1,9.1,9.1,9.1,Trường THCS Lê Quý Đôn,18.0,0,Xuất sắc
9052,7.0,6.6,7.1,6.9,Trường THPT Lê Quý Đôn,5.0,2,Khá
9053,7.5,7.1,7.4,7.3,Trường THPT Trần Phú,7.0,2,Khá
9054,8.7,8.5,8.6,8.6,Trường THPT Gia Định,17.0,0,Xuất sắc
9055,9.1,9.1,9.1,9.1,Trường THCS Nguyễn Hữu Thọ,14.0,0,Xuất sắc
9056,7.3,7.1,7.2,7.2,Trường THPT Mạc Đĩnh Chi,3.0,2,Khá
9057,8.6,8.6,9.0,8.7,Trường THPT Nguyễn Hữu Huân,13.0,0,Xuất sắc
9058,9.9,9.6,9.8,9.8,Trường THPT Gia Định,17.0,0,Xuất sắc
9059,8.2,8.1,8.0,8.1,Trường THPT Lê Quý Đôn,5.0,2,Khá
9060,8.2,8.2,8.0,8.1,Trường THCS Á Châu,6.0,2,Khá
9061,8.9,8.5,9.0,8.8,Trường THPT Nguyễn Thượng Hiền,19.0,0,Xuất sắc
9062,8.8,8.7,8.4,8.6,Trường THCS Lê Quý Đôn,18.0,0,Xuất sắc
9063,4.6,3.8,5.5,4.6,THPT Nguyễn Hữu Cầu,1.0,1,Yếu
9064,7.9,8.3,8.3,8.2,Trường THCS Trần Văn Ơn,10.0,3,Giỏi
9065,5.9,6.1,6.3,6.1,Trường THCS Nguyễn Du,2.0,4,Trung bình
9066,6.7,7.0,7.3,7.0,Trường THPT Nguyễn Hữu Huân,13.0,3,Giỏi
9067,4.8,3.3,5.8,4.6,Trường THCS Nguyễn Du,2.0,1,Yếu
9068,6.8,7.0,7.1,7.0,THPT Nguyễn Hữu Cầu,1.0,2,Khá
9069,7.2,5.9,7.4,6.8,Trường THPT Lê Quý Đôn,5.0,2,Khá
9070,8.5,8.9,8.5,8.6,Trường THCS Colette,16.0,0,Xuất sắc
9071,7.6,7.9,8.3,7.9,Trường THCS Bạch Đằng,4.0,2,Khá
9072,8.9,8.7,9.1,8.9,Trường THCS Hai Bà Trưng,12.0,0,Xuất sắc
9073,8.7,8.7,9.0,8.8,Trường THCS Nguyễn Du,2.0,2,Khá
9074,7.7,7.3,7.7,7.6,Trường THPT Nguyễn Thượng Hiền,19.0,3,Giỏi
9075,8.6,8.8,8.7,8.7,Trường THPT Trần Phú,7.0,0,Xuất sắc
9076,9.2,8.9,9.3,9.1,Trường THCS Colette,16.0,0,Xuất sắc
9077,9.2,9.6,9.1,9.3,Trường THCS Lê Quý Đôn,18.0,0,Xuất sắc
9078,8.6,8.3,9.2,8.7,Trường THCS Colette,16.0,0,Xuất sắc
9079,10.0,9.8,10.0,9.9,Trường THPT Nguyễn Thị Minh Khai,15.0,0,Xuất sắc
9080,9.3,9.4,9.4,9.4,Trường THPT Bùi Thị Xuân,11.0,0,Xuất sắc
9081,6.0,5.9,5.3,5.7,THPT Nguyễn Hữu Cầu,1.0,4,Trung bình
9082,7.9,7.2,7.6,7.6,Trường THPT Gia Định,17.0,3,Giỏi
9083,7.6,6.8,7.6,7.3,Trường THPT Trần Phú,7.0,2,Khá
9084,8.2,7.3,7.5,7.7,Trường THPT Nguyễn Thượng Hiền,19.0,3,Giỏi
9085,5.8,5.1,5.8,5.6,Trường THPT Phú Nhuận,9.0,4,Trung bình
9086,7.8,7.1,7.8,7.6,Trường THCS Việt Úc,8.0,2,Khá
9087,6.6,5.8,6.3,6.2,Trường THPT Mạc Đĩnh Chi,3.0,4,Trung bình
9088,9.5,9.1,9.3,9.3,Trường THCS Nguyễn Hữu Thọ,14.0,0,Xuất sắc
9089,7.5,7.4,7.9,7.6,Trường THCS Á Châu,6.0,2,Khá
9090,6.1,5.8,5.8,5.9,Trường THPT Lê Quý Đôn,5.0,4,Trung bình
9091,9.2,8.8,8.8,8.9,Trường THPT Nguyễn Thượng Hiền,19.0,0,Xuất sắc
9092,8.0,7.9,8.2,8.0,THPT Nguyễn Hữu Cầu,1.0,2,Khá
9093,8.2,8.2,8.1,8.2,Trường THCS Trần Văn Ơn,10.0,3,Giỏi
9094,8.6,8.7,9.1,8.8,Trường THCS Colette,16.0,0,Xuất sắc
9095,8.2,7.7,8.2,8.0,THPT Nguyễn Hữu Cầu,1.0,2,Khá
9096,9.0,9.2,9.2,9.1,Trường THPT Nguyễn Thượng Hiền,19.0,0,Xuất sắc
9097,8.4,8.4,9.0,8.6,Trường THCS Colette,16.0,0,Xuất sắc
9098,8.8,8.6,9.0,8.8,Trường THCS Lê Quý Đôn,18.0,0,Xuất sắc
9099,8.4,8.5,8.8,8.6,Trường THCS Colette,16.0,0,Xuất sắc
9100,7.7,7.4,7.6,7.6,Trường THPT Bùi Thị Xuân,11.0,3,Giỏi
9101,7.5,6.8,7.1,7.1,Trường THPT Nguyễn Hữu Huân,13.0,3,Giỏi
9102,7.6,7.5,7.5,7.5,Trường THCS Nguyễn Hữu Thọ,14.0,3,Giỏi
9103,6.7,6.8,8.0,7.2,Trường THCS Hai Bà Trưng,12.0,3,Giỏi
9104,6.3,5.8,6.7,6.3,Trường THPT Mạc Đĩnh Chi,3.0,4,Trung bình
9105,7.2,6.4,7.3,7.0,Trường THPT Mạc Đĩnh Chi,3.0,2,Khá
9106,8.9,8.7,8.9,8.8,Trường THPT Nguyễn Thượng Hiền,19.0,0,Xuất sắc
9107,9.0,9.1,9.4,9.2,Trường THPT Nguyễn Thượng Hiền,19.0,0,Xuất sắc
9108,9.0,9.0,9.3,9.1,Trường THCS Colette,16.0,0,Xuất sắc
9109,7.8,8.0,8.4,8.1,Trường THCS Á Châu,6.0,2,Khá
9110,6.0,5.8,6.1,6.0,Trường THPT Mạc Đĩnh Chi,3.0,4,Trung bình
9111,9.7,9.6,10.0,9.8,Trường THCS Nguyễn Hữu Thọ,14.0,0,Xuất sắc
9112,6.4,5.5,5.7,5.9,Trường THPT Lê Quý Đôn,5.0,4,Trung bình
9113,8.7,8.6,8.9,8.7,Trường THPT Nguyễn Thượng Hiền,19.0,0,Xuất sắc
9114,7.6,7.7,8.0,7.8,Trường THCS Đoàn Thị Điểm,0.0,2,Khá
9115,4.4,2.9,5.7,4.3,Trường THCS Bạch Đằng,4.0,1,Yếu
9116,7.5,7.4,7.3,7.4,Trường THCS Á Châu,6.0,2,Khá
9117,3.6,3.0,5.5,4.0,Trường THCS Đoàn Thị Điểm,0.0,1,Yếu
9118,6.3,6.0,5.7,6.0,THPT Nguyễn Hữu Cầu,1.0,4,Trung bình
9119,7.8,7.6,8.2,7.9,Trường THCS Hai Bà Trưng,12.0,3,Giỏi
9120,7.9,7.6,7.0,7.5,Trường THCS Trần Văn Ơn,10.0,2,Khá
9121,8.2,8.2,8.0,8.1,Trường THCS Lê Quý Đôn,18.0,3,Giỏi
9122,7.2,8.1,8.6,8.0,Trường THCS Bạch Đằng,4.0,2,Khá
9123,8.8,8.7,9.0,8.8,Trường THPT Trần Phú,7.0,0,Xuất sắc
9124,5.7,6.1,6.3,6.0,THPT Nguyễn Hữu Cầu,1.0,4,Trung bình
9125,8.9,8.6,8.4,8.6,Trường THCS Lê Quý Đôn,18.0,0,Xuất sắc
9126,7.5,7.4,8.2,7.7,Trường THPT Nguyễn Hữu Huân,13.0,3,Giỏi
9127,8.2,8.3,8.0,8.2,Trường THPT Nguyễn Thượng Hiền,19.0,3,Giỏi
9128,6.5,5.3,6.3,6.0,Trường THCS Bạch Đằng,4.0,4,Trung bình
9129,8.8,8.4,8.8,8.7,Trường THCS Colette,16.0,0,Xuất sắc
9130,9.7,9.7,9.6,9.7,Trường THCS Colette,16.0,0,Xuất sắc
9131,8.6,8.7,8.6,8.6,Trường THCS Lê Quý Đôn,18.0,0,Xuất sắc
9132,6.0,6.2,5.7,6.0,Trường THCS Đoàn Thị Điểm,0.0,4,Trung bình
9133,8.0,8.1,8.1,8.1,Trường THCS Trần Văn Ơn,10.0,3,Giỏi
9134,8.7,8.7,8.8,8.7,Trường THCS Colette,16.0,0,Xuất sắc
9135,8.9,8.6,8.8,8.8,Trường THCS Lê Quý Đôn,18.0,0,Xuất sắc
9136,4.1,2.4,5.8,4.1,Trường THCS Bạch Đằng,4.0,1,Yếu
9137,8.9,9.2,9.4,9.2,Trường THCS Lê Quý Đôn,18.0,0,Xuất sắc
9138,5.9,5.7,6.6,6.1,Trường THPT Mạc Đĩnh Chi,3.0,4,Trung bình
9139,8.6,8.3,8.9,8.6,Trường THPT Nguyễn Thị Minh Khai,15.0,0,Xuất sắc
9140,7.7,7.9,7.6,7.7,Trường THCS Nguyễn Hữu Thọ,14.0,3,Giỏi
9141,8.3,8.7,8.6,8.5,Trường THPT Nguyễn Thượng Hiền,19.0,0,Xuất sắc
9142,4.6,3.9,4.9,4.5,Trường THCS Nguyễn Du,2.0,1,Yếu
9143,8.4,8.5,8.4,8.4,Trường THCS Nguyễn Hữu Thọ,14.0,3,Giỏi
9144,7.3,6.8,7.6,7.2,Trường THCS Việt Úc,8.0,2,Khá
9145,9.9,9.9,9.9,9.9,Trường THCS Lê Quý Đôn,18.0,0,Xuất sắc
9146,5.1,4.4,5.5,5.0,Trường THCS Bạch Đằng,4.0,1,Yếu
9147,4.5,4.9,4.2,4.5,Trường THCS Bạch Đằng,4.0,1,Yếu
9148,8.2,8.1,8.3,8.2,Trường THPT Nguyễn Thị Minh Khai,15.0,3,Giỏi
9149,8.7,8.9,8.6,8.7,Trường THCS Colette,16.0,0,Xuất sắc
9150,6.9,7.1,7.1,7.0,Trường THPT Trần Phú,7.0,2,Khá
9151,8.5,8.3,8.2,8.3,Trường THPT Nguyễn Thị Minh Khai,15.0,3,Giỏi
9152,8.5,8.5,8.6,8.5,Trường THCS Nguyễn Hữu Thọ,14.0,0,Xuất sắc
9153,8.7,8.6,8.5,8.6,Trường THCS Colette,16.0,0,Xuất sắc
9154,6.7,7.1,7.6,7.1,Trường THPT Lê Quý Đôn,5.0,2,Khá
9155,4.0,4.9,5.4,4.8,Trường THCS Bạch Đằng,4.0,1,Yếu
9156,6.7,7.3,7.1,7.0,Trường THPT Bùi Thị Xuân,11.0,2,Khá
9157,8.2,7.8,8.1,8.0,Trường THCS Nguyễn Hữu Thọ,14.0,3,Giỏi
9158,9.7,9.7,9.8,9.7,Trường THPT Nguyễn Thị Minh Khai,15.0,0,Xuất sắc
9159,5.5,6.1,6.1,5.9,THPT Nguyễn Hữu Cầu,1.0,4,Trung bình
9160,6.9,7.0,7.2,7.0,Trường THPT Phú Nhuận,9.0,2,Khá
9161,3.0,3.7,3.9,3.5,Trường THPT Lê Quý Đôn,5.0,1,Yếu
9162,9.2,9.3,9.7,9.4,Trường THCS Lê Quý Đôn,18.0,0,Xuất sắc
9163,8.1,8.1,8.6,8.3,Trường THPT Phú Nhuận,9.0,3,Giỏi
9164,7.2,7.7,7.7,7.5,Trường THPT Gia Định,17.0,3,Giỏi
9165,8.8,8.5,8.7,8.7,Trường THPT Nguyễn Thị Minh Khai,15.0,0,Xuất sắc
9166,9.8,9.6,9.8,9.7,Trường THPT Gia Định,17.0,0,Xuất sắc
9167,5.6,5.9,6.5,6.0,Trường THPT Lê Quý Đôn,5.0,4,Trung bình
9168,7.5,8.1,7.8,7.8,Trường THPT Bùi Thị Xuân,11.0,3,Giỏi
9169,5.4,5.1,6.1,5.5,Trường THPT Lê Quý Đôn,5.0,4,Trung bình
9170,6.1,6.3,6.2,6.2,Trường THPT Bùi Thị Xuân,11.0,4,Trung bình
9171,6.6,7.5,7.4,7.2,Trường THCS Nguyễn Du,2.0,2,Khá
9172,9.7,9.7,9.8,9.7,Trường THPT Gia Định,17.0,0,Xuất sắc
9173,7.4,7.6,7.9,7.6,Trường THCS Trần Văn Ơn,10.0,2,Khá
9174,3.6,4.2,4.9,4.2,Trường THCS Đoàn Thị Điểm,0.0,1,Yếu
9175,8.0,8.3,8.5,8.3,Trường THCS Hai Bà Trưng,12.0,3,Giỏi
9176,9.2,9.1,9.2,9.2,Trường THCS Colette,16.0,0,Xuất sắc
9177,8.7,8.7,9.0,8.8,Trường THCS Hai Bà Trưng,12.0,0,Xuất sắc
9178,5.7,6.0,5.0,5.6,Trường THPT Nguyễn Thị Minh Khai,15.0,4,Trung bình
9179,8.2,8.5,8.0,8.2,Trường THCS Nguyễn Hữu Thọ,14.0,3,Giỏi
9180,8.4,8.3,8.2,8.3,Trường THCS Lê Quý Đôn,18.0,3,Giỏi
9181,7.1,6.4,7.4,7.0,Trường THCS Đoàn Thị Điểm,0.0,2,Khá
9182,6.9,6.3,6.9,6.7,Trường THPT Nguyễn Thượng Hiền,19.0,3,Giỏi
9183,8.1,7.7,7.6,7.8,Trường THCS Colette,16.0,3,Giỏi
9184,8.6,8.8,8.7,8.7,Trường THCS Nguyễn Hữu Thọ,14.0,0,Xuất sắc
9185,8.6,8.7,8.8,8.7,Trường THPT Nguyễn Thị Minh Khai,15.0,0,Xuất sắc
9186,5.6,6.5,6.6,6.2,Trường THCS Đoàn Thị Điểm,0.0,4,Trung bình
9187,8.4,8.1,8.0,8.2,Trường THCS Colette,16.0,3,Giỏi
9188,4.2,3.6,4.5,4.1,Trường THCS Nguyễn Du,2.0,1,Yếu
9189,8.6,8.4,8.8,8.6,Trường THCS Lê Quý Đôn,18.0,0,Xuất sắc
9190,8.1,7.4,7.8,7.8,Trường THPT Phú Nhuận,9.0,2,Khá
9191,9.0,8.6,8.4,8.7,Trường THCS Colette,16.0,0,Xuất sắc
9192,8.9,8.8,8.9,8.9,Trường THPT Nguyễn Thượng Hiền,19.0,0,Xuất sắc
9193,7.0,7.0,6.7,6.9,Trường THCS Hai Bà Trưng,12.0,2,Khá
9194,7.4,6.4,6.9,6.9,Trường THPT Trần Phú,7.0,2,Khá
9195,6.5,6.0,5.5,6.0,Trường THCS Đoàn Thị Điểm,0.0,4,Trung bình
9196,8.5,8.2,8.3,8.3,Trường THCS Á Châu,6.0,2,Khá
9197,6.5,6.7,6.6,6.6,Trường THPT Bùi Thị Xuân,11.0,4,Trung bình
9198,9.9,9.7,9.7,9.8,Trường THPT Nguyễn Thượng Hiền,19.0,0,Xuất sắc
9199,6.3,5.7,6.1,6.0,Trường THCS Bạch Đằng,4.0,4,Trung bình
9200,6.4,6.7,6.1,6.4,Trường THPT Mạc Đĩnh Chi,3.0,4,Trung bình
9201,7.3,6.9,7.3,7.2,Trường THCS Trần Văn Ơn,10.0,2,Khá
9202,8.2,8.4,8.4,8.3,Trường THPT Bùi Thị Xuân,11.0,3,Giỏi
9203,6.4,6.8,7.7,7.0,Trường THPT Nguyễn Hữu Huân,13.0,3,Giỏi
9204,7.5,7.3,7.6,7.5,Trường THCS Lê Quý Đôn,18.0,3,Giỏi
9205,9.8,9.6,9.8,9.7,Trường THCS Colette,16.0,0,Xuất sắc
9206,6.1,5.4,7.0,6.2,Trường THCS Nguyễn Du,2.0,4,Trung bình
9207,7.1,6.8,7.1,7.0,Trường THCS Á Châu,6.0,2,Khá
9208,9.0,8.8,9.3,9.0,Trường THCS Colette,16.0,0,Xuất sắc
9209,8.9,8.6,9.1,8.9,Trường THCS Nguyễn Hữu Thọ,14.0,0,Xuất sắc
9210,3.1,4.3,5.0,4.1,Trường THCS Nguyễn Du,2.0,1,Yếu
9211,3.6,2.4,5.5,3.8,THPT Nguyễn Hữu Cầu,1.0,1,Yếu
9212,7.8,7.1,7.9,7.6,Trường THPT Bùi Thị Xuân,11.0,3,Giỏi
9213,5.6,6.8,6.6,6.3,Trường THCS Việt Úc,8.0,4,Trung bình
9214,8.4,8.1,8.3,8.3,Trường THPT Mạc Đĩnh Chi,3.0,2,Khá
9215,5.1,3.6,5.1,4.6,Trường THCS Bạch Đằng,4.0,1,Yếu
9216,6.8,6.7,7.2,6.9,Trường THCS Trần Văn Ơn,10.0,2,Khá
9217,3.9,4.9,3.5,4.1,THPT Nguyễn Hữu Cầu,1.0,1,Yếu
9218,5.1,5.7,6.5,5.8,Trường THCS Nguyễn Du,2.0,4,Trung bình
9219,7.9,7.9,8.1,8.0,Trường THPT Nguyễn Thượng Hiền,19.0,3,Giỏi
9220,5.8,6.0,6.6,6.1,Trường THCS Bạch Đằng,4.0,4,Trung bình
9221,4.1,4.2,4.9,4.4,Trường THPT Mạc Đĩnh Chi,3.0,1,Yếu
9222,7.9,7.5,7.9,7.8,Trường THPT Nguyễn Hữu Huân,13.0,3,Giỏi
9223,6.9,6.9,7.5,7.1,Trường THCS Hai Bà Trưng,12.0,3,Giỏi
9224,8.6,8.5,8.7,8.6,Trường THPT Nguyễn Thị Minh Khai,15.0,0,Xuất sắc
9225,9.2,9.1,9.0,9.1,Trường THCS Nguyễn Hữu Thọ,14.0,0,Xuất sắc
9226,8.6,8.4,8.7,8.6,Trường THPT Nguyễn Thị Minh Khai,15.0,0,Xuất sắc
9227,7.5,7.2,7.5,7.4,Trường THPT Nguyễn Hữu Huân,13.0,3,Giỏi
9228,7.3,7.6,7.8,7.6,Trường THCS Nguyễn Du,2.0,2,Khá
9229,7.9,7.5,7.6,7.7,Trường THPT Gia Định,17.0,3,Giỏi
9230,7.2,6.9,7.1,7.1,Trường THPT Lê Quý Đôn,5.0,2,Khá
9231,9.8,9.7,10.0,9.8,Trường THPT Nguyễn Thị Minh Khai,15.0,0,Xuất sắc
9232,8.7,8.4,8.8,8.6,Trường THPT Phú Nhuận,9.0,0,Xuất sắc
9233,5.7,5.7,6.1,5.8,Trường THCS Bạch Đằng,4.0,4,Trung bình
9234,5.9,5.5,6.7,6.0,Trường THPT Mạc Đĩnh Chi,3.0,4,Trung bình
9235,9.9,9.7,10.0,9.9,Trường THCS Nguyễn Hữu Thọ,14.0,0,Xuất sắc
9236,9.0,9.0,9.5,9.2,Trường THCS Lê Quý Đôn,18.0,0,Xuất sắc
9237,9.7,9.6,9.8,9.7,Trường THPT Nguyễn Thị Minh Khai,15.0,0,Xuất sắc
9238,7.4,7.3,7.5,7.4,Trường THPT Gia Định,17.0,3,Giỏi
9239,9.1,9.2,9.4,9.2,Trường THCS Lê Quý Đôn,18.0,0,Xuất sắc
9240,8.3,8.1,8.8,8.4,Trường THPT Nguyễn Thị Minh Khai,15.0,3,Giỏi
9241,8.2,8.3,8.2,8.2,Trường THPT Bùi Thị Xuân,11.0,3,Giỏi
9242,8.4,8.2,8.2,8.3,Trường THCS Việt Úc,8.0,2,Khá
9243,9.1,8.6,8.8,8.8,Trường THPT Nguyễn Thị Minh Khai,15.0,0,Xuất sắc
9244,7.3,7.1,7.7,7.4,Trường THCS Bạch Đằng,4.0,2,Khá
9245,7.2,7.0,7.9,7.4,Trường THCS Colette,16.0,3,Giỏi
9246,4.5,3.5,4.9,4.3,Trường THCS Hai Bà Trưng,12.0,1,Yếu
9247,7.2,6.8,7.0,7.0,Trường THCS Á Châu,6.0,2,Khá
9248,7.0,6.7,7.1,6.9,Trường THCS Việt Úc,8.0,2,Khá
9249,8.7,8.5,8.6,8.6,Trường THPT Nguyễn Thượng Hiền,19.0,0,Xuất sắc
9250,8.6,8.8,8.5,8.6,Trường THPT Gia Định,17.0,0,Xuất sắc
9251,9.4,9.1,9.3,9.3,Trường THPT Nguyễn Thị Minh Khai,15.0,0,Xuất sắc
9252,6.9,6.7,7.7,7.1,Trường THPT Nguyễn Thượng Hiền,19.0,3,Giỏi
9253,6.8,7.0,7.3,7.0,Trường THPT Bùi Thị Xuân,11.0,2,Khá
9254,6.8,6.6,7.8,7.1,THPT Nguyễn Hữu Cầu,1.0,2,Khá
9255,8.2,8.2,8.1,8.2,Trường THCS Hai Bà Trưng,12.0,3,Giỏi
9256,5.7,4.2,5.4,5.1,Trường THPT Lê Quý Đôn,5.0,1,Yếu
9257,7.6,7.2,7.6,7.5,Trường THPT Nguyễn Thị Minh Khai,15.0,3,Giỏi
9258,3.3,2.5,4.9,3.6,Trường THPT Lê Quý Đôn,5.0,1,Yếu
9259,6.5,5.6,6.5,6.2,Trường THPT Trần Phú,7.0,4,Trung bình
9260,5.9,5.8,6.4,6.0,Trường THCS Việt Úc,8.0,4,Trung bình
9261,7.0,7.1,7.0,7.0,Trường THCS Đoàn Thị Điểm,0.0,2,Khá
9262,9.1,8.9,9.2,9.1,Trường THCS Colette,16.0,0,Xuất sắc
9263,8.2,8.0,8.6,8.3,Trường THCS Colette,16.0,3,Giỏi
9264,9.1,9.1,9.4,9.2,Trường THPT Nguyễn Thượng Hiền,19.0,0,Xuất sắc
9265,8.2,8.0,8.6,8.3,Trường THPT Nguyễn Hữu Huân,13.0,3,Giỏi
9266,8.6,8.2,8.8,8.5,Trường THPT Nguyễn Thị Minh Khai,15.0,0,Xuất sắc
9267,6.3,6.1,6.3,6.2,Trường THCS Nguyễn Du,2.0,4,Trung bình
9268,3.9,3.1,5.9,4.3,THPT Nguyễn Hữu Cầu,1.0,1,Yếu
9269,5.9,5.6,5.5,5.7,Trường THPT Mạc Đĩnh Chi,3.0,4,Trung bình
9270,6.9,6.5,7.2,6.9,Trường THCS Trần Văn Ơn,10.0,2,Khá
9271,6.8,6.7,7.6,7.0,Trường THCS Á Châu,6.0,2,Khá
9272,7.7,6.8,6.8,7.1,Trường THCS Bạch Đằng,4.0,2,Khá
9273,6.8,6.8,6.9,6.8,Trường THCS Việt Úc,8.0,2,Khá
9274,5.9,6.4,6.1,6.1,THPT Nguyễn Hữu Cầu,1.0,4,Trung bình
9275,8.8,9.1,9.2,9.0,Trường THPT Nguyễn Thị Minh Khai,15.0,0,Xuất sắc
9276,6.9,6.6,7.8,7.1,Trường THCS Hai Bà Trưng,12.0,3,Giỏi
9277,8.8,9.1,9.0,9.0,Trường THCS Colette,16.0,0,Xuất sắc
9278,8.2,8.1,8.0,8.1,Trường THCS Colette,16.0,3,Giỏi
9279,7.5,6.5,6.5,6.8,Trường THPT Trần Phú,7.0,2,Khá
9280,8.2,8.1,8.4,8.2,Trường THPT Trần Phú,7.0,2,Khá
